title,link,release_date,been_sale,orig_price,num_reviews,review_rating,num_languages,tags,num_tags,genres,num_genres,publisher,year_released,languages_filled,top_pubs,rating_val,Singleplayer_tag,Indie_tag,Action_tag,Adventure_tag,Casual_tag,Strategy_tag,Multiplayer_tag,RPG_tag,Simulation_tag,Atmospheric_tag,Horror_tag,2D_tag,Soundtrack_tag,Great_tag,Story_tag,Rich_tag,World_tag,Shooter_tag,Puzzle_tag,TurnBased_tag,Open_tag,FirstPerson_tag,Survival_tag,Fantasy_tag,Funny_tag,Coop_tag,Platformer_tag,Early_tag,Access_tag,Sim_tag,Indie_genre,Action_genre,Adventure_genre,Casual_genre,Simulation_genre,Strategy_genre,RPG_genre,_genre,Early_genre,Access_genre,Games_genre,Sports_genre,Racing_genre,Studios_genre,Entertainment_genre,Massively_genre,Multiplayer_genre,Studio_genre,Interactive_genre,Inc_genre,Software_genre,Game_genre,Utilities_genre,Feral_genre,Ltd_genre,Mac_genre,Design_genre,Illustration_genre,Sokpop_genre,Collective_genre,Activision,BANDAI NAMCO Entertainment,Capcom,Devolver Digital,Disney,Electronic Arts,Paradox Interactive,SEGA,Sokpop Collective,Square Enix,THQ Nordic,Ubisoft,Winged Cloud,other,tinyBuild
SCUM,https://store.steampowered.com/app/513710/SCUM/?snr=1_7_7_7000_150_1,2018-08-29 00:00:00,1,29.99,50659,Mostly Positive,11.0,"['Survival', 'Open World Survival Craft', 'Open World', 'Multiplayer', 'Zombies', 'Massively Multiplayer', 'Action', 'Early Access', 'Adventure', 'Crafting', 'Realistic', 'Nudity', 'Violent', 'FPS', 'Singleplayer', 'Indie', 'PvP', 'Third Person', 'Gore', 'RPG']",20.0,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'Early Access', 'Gamepires']",6.0,Gamepires,2018,11.0,other,7,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Battlefield 1 ™,https://store.steampowered.com/app/1238840/Battlefield_1/?snr=1_7_7_7000_150_1,2020-06-11 00:00:00,1,39.99,21452,Very Positive,13.0,"['FPS', 'World War I', 'Multiplayer', 'Shooter', 'War', 'Action', 'Singleplayer', 'First-Person', 'Atmospheric', 'PvP', 'Historical', 'Gore', 'Open World', 'Massively Multiplayer', 'Destruction', 'Tanks', 'Physics', 'Violent', 'Great Soundtrack', 'Mature']",20.0,"['Action', 'Massively Multiplayer', 'DICE']",3.0,Electronic Arts,2020,13.0,Electronic Arts,9,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Phasmophobia,https://store.steampowered.com/app/739630/Phasmophobia/?snr=1_7_7_7000_150_1,2020-09-18 00:00:00,0,13.99,258768,Overwhelmingly Positive,25.0,"['Horror', 'Online Co-Op', 'Multiplayer', 'Psychological Horror', 'Co-op', 'Supernatural', 'VR', 'First-Person', 'Investigation', 'Dark', 'Mystery', 'Detective', 'Demons', 'Early Access', 'Thriller', 'Indie', '3D', 'Action', 'Tactical', 'Lovecraftian']",20.0,[],0.0,Kinetic Games,2020,25.0,other,10,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Baldur's Gate 3,https://store.steampowered.com/app/1086940/Baldurs_Gate_3/?snr=1_7_7_7000_150_1,2020-10-06 00:00:00,0,59.99,38427,Very Positive,7.0,"['Early Access', 'RPG', 'Dungeons & Dragons', 'Choices Matter', 'Turn-Based', 'Story Rich', 'Party-Based RPG', 'Character Customization', 'CRPG', 'Co-op Campaign', 'Fantasy', 'Romance', 'Class-Based', 'Dark Fantasy', 'PvE', 'Narration', 'Stealth', 'Crafting', 'Combat', 'Dragons']",20.0,"['Adventure', 'RPG', 'Strategy', 'Early Access', 'Larian Studios']",5.0,Larian Studios,2020,7.0,other,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Until You Fall,https://store.steampowered.com/app/858260/Until_You_Fall/?snr=1_7_7_7000_150_1,2020-10-27 00:00:00,1,24.99,1988,Overwhelmingly Positive,,"['VR', 'Swordplay', 'Roguelite', 'Hack and Slash', 'Arcade', 'Fighting', 'Combat', 'Action', 'Soundtrack', 'First-Person', 'Singleplayer', 'Fantasy', 'Magic', 'Roguelike', 'Action Roguelike', 'Indie', 'Adventure', 'Fast-Paced', 'Early Access', 'Great Soundtrack']",20.0,[],0.0,Schell Games,2020,11.225262197902417,other,10,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Isle,https://store.steampowered.com/app/376210/The_Isle/?snr=1_7_7_7000_150_1,2015-12-01 00:00:00,0,19.99,34430,Very Positive,,"['Dinosaurs', 'Survival', 'Open World', 'Multiplayer', 'Simulation', 'Hunting', 'Massively Multiplayer', 'Adventure', 'Early Access', 'Realistic', 'Action', 'Third Person', 'Co-op', 'Sandbox', 'Indie', 'Walking Simulator', 'Strategy', 'Team-Based', 'RPG', 'Horror']",20.0,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'Simulation', 'Early Access']",6.0,Afterthought LLC,2015,11.225262197902417,other,9,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Satisfactory,https://store.steampowered.com/app/526870/Satisfactory/?snr=1_7_7_7000_150_1,2020-06-08 00:00:00,0,29.99,52779,Overwhelmingly Positive,21.0,"['Base Building', 'Open World', 'Automation', 'Crafting', 'Multiplayer', 'Co-op', 'Resource Management', 'Building', 'Sandbox', 'Exploration', 'Adventure', 'Simulation', 'Strategy', 'Early Access', 'Indie', 'Open World Survival Craft', 'Survival', 'First-Person', 'Singleplayer', 'Sci-fi']",20.0,"['Adventure', 'Indie', 'Simulation', 'Strategy', 'Early Access', 'Coffee Stain Studios']",6.0,Coffee Stain Publishing,2020,21.0,other,10,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Resident Evil 7 Biohazard,https://store.steampowered.com/app/418370/Resident_Evil_7_Biohazard/?snr=1_7_7_7000_150_1,2017-01-24 00:00:00,1,29.99,41073,Very Positive,13.0,"['Horror', 'Survival Horror', 'First-Person', 'Atmospheric', 'Singleplayer', 'Gore', 'Zombies', 'Psychological Horror', 'Action', 'Violent', 'Adventure', 'Survival', 'Puzzle', 'Story Rich', 'FPS', 'Exploration', 'Multiplayer', 'VR', 'Shooter', 'Classic']",20.0,"['Action', 'Adventure', 'CAPCOM Co., Ltd.']",3.0,"CAPCOM Co., Ltd.",2017,13.0,other,9,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Cyberpunk 2077,https://store.steampowered.com/app/1091500/Cyberpunk_2077/?snr=1_7_7_7000_150_1,2020-12-09 00:00:00,0,59.99,409349,Mostly Positive,18.0,"['Cyberpunk', 'Open World', 'RPG', 'Sci-fi', 'Futuristic', 'Singleplayer', 'FPS', 'First-Person', 'Atmospheric', 'Exploration', 'Nudity', 'Story Rich', 'Mature', 'Action', 'Violent', 'Great Soundtrack', 'Action RPG', 'Adventure', 'Immersive Sim', 'Character Customization']",20.0,['RPG'],1.0,CD PROJEKT RED,2020,18.0,other,7,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Elder Scrolls V: Skyrim Special Edition,https://store.steampowered.com/app/489830/The_Elder_Scrolls_V_Skyrim_Special_Edition/?snr=1_7_7_7000_150_1,2016-10-27 00:00:00,0,39.99,154485,Very Positive,9.0,"['Open World', 'RPG', 'Adventure', 'Singleplayer', 'Fantasy', 'Character Customization', 'Dragons', 'Moddable', 'Story Rich', 'Magic', 'First-Person', 'Action', 'Atmospheric', 'Great Soundtrack', 'Third Person', 'Stealth', 'Classic', 'Remake', 'Female Protagonist', 'Walking Simulator']",20.0,"['RPG', 'Bethesda Game Studios', 'Bethesda Softworks']",3.0,Bethesda Softworks,2016,9.0,other,9,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Monster Hunter: World,https://store.steampowered.com/app/582010/Monster_Hunter_World/?snr=1_7_7_7000_150_1,2018-08-09 00:00:00,0,29.99,303409,Very Positive,13.0,"['Co-op', 'Multiplayer', 'Action', 'Open World', 'RPG', 'Third Person', 'Character Customization', 'Adventure', 'Fantasy', 'Difficult', 'Singleplayer', 'Action RPG', 'Exploration', 'Great Soundtrack', 'Replay Value', 'Atmospheric', 'Hack and Slash', 'JRPG', 'Souls-like', 'MMORPG']",20.0,"['Action', 'CAPCOM Co., Ltd.']",2.0,"CAPCOM Co., Ltd.",2018,13.0,other,9,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Resident Evil 2,https://store.steampowered.com/app/883710/Resident_Evil_2/?snr=1_7_7_7000_150_1,2019-01-25 00:00:00,1,39.99,87718,Overwhelmingly Positive,12.0,"['Zombies', 'Survival Horror', 'Horror', 'Remake', 'Singleplayer', 'Third Person', 'Gore', 'Action', 'Atmospheric', 'Puzzle', 'Violent', 'Story Rich', 'Classic', 'Survival', 'Dark', 'Multiplayer', 'Female Protagonist', 'Adventure', 'Shooter', 'Difficult']",20.0,"['Action', 'CAPCOM Co., Ltd.']",2.0,"CAPCOM Co., Ltd.",2019,12.0,other,10,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Red Dead Redemption 2,https://store.steampowered.com/app/1174180/Red_Dead_Redemption_2/?snr=1_7_7_7000_150_1,2019-12-05 00:00:00,0,59.99,176138,Very Positive,13.0,"['Open World', 'Adventure', 'Western', 'Story Rich', 'Action', 'Multiplayer', 'Shooter', 'Realistic', 'Third-Person Shooter', 'Singleplayer', 'Atmospheric', 'Horses', 'Beautiful', 'Great Soundtrack', 'Sandbox', 'Third Person', 'Mature', 'First-Person', 'Gore', 'FPS']",20.0,"['Action', 'Adventure', 'Rockstar Games']",3.0,Rockstar Games,2019,13.0,other,9,1,0,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TaleSpire,https://store.steampowered.com/app/720620/TaleSpire/?snr=1_7_7_7000_150_1,2021-04-15 00:00:00,0,24.99,374,Very Positive,,"['RPG', 'Tabletop', 'Online Co-Op', 'Level Editor', 'Building', 'Dungeons & Dragons', 'Board Game', 'Indie', 'Simulation', 'Early Access', 'CRPG', 'Multiplayer', 'Sandbox', 'Fantasy', 'Party-Based RPG', 'Exploration', '3D', 'Third Person', 'Atmospheric', 'Dark Fantasy']",20.0,"['Indie', 'RPG', 'Simulation', 'Early Access']",4.0,Bouncyrock Entertainment,2021,11.225262197902417,other,9,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Stardew Valley,https://store.steampowered.com/app/413150/Stardew_Valley/?snr=1_7_7_7000_150_1,2016-02-26 00:00:00,0,14.99,348273,Overwhelmingly Positive,12.0,"['Farming Sim', 'Life Sim', 'RPG', 'Pixel Graphics', 'Agriculture', 'Simulation', 'Relaxing', 'Multiplayer', 'Crafting', 'Sandbox', 'Indie', 'Building', 'Singleplayer', 'Casual', 'Open World', '2D', 'Great Soundtrack', 'Cute', 'Dating Sim', 'Fishing']",20.0,"['Indie', 'RPG', 'Simulation']",3.0,ConcernedApe,2016,12.0,other,10,1,1,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Fictorum,https://store.steampowered.com/app/503620/Fictorum/?snr=1_7_7_7000_150_1,2017-08-09 00:00:00,1,9.99,723,Mostly Positive,,"['Action', 'RPG', 'Indie', 'Magic', 'Destruction', 'Singleplayer', 'Fantasy', 'Third Person', 'Action RPG', 'Replay Value', 'Action Roguelike', '3D', 'Roguelite', 'Third-Person Shooter']",14.0,"['Action', 'Indie', 'RPG']",3.0,Scraping Bottom Games,2017,11.225262197902417,other,7,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Squad,https://store.steampowered.com/app/393380/Squad/?snr=1_7_7_7000_150_1,2020-09-23 00:00:00,0,49.99,80173,Very Positive,,"['Military', 'FPS', 'Realistic', 'Multiplayer', 'Tactical', 'Shooter', 'War', 'Team-Based', 'Action', 'First-Person', 'Strategy', 'Simulation', 'Open World', 'Early Access', 'Co-op', 'Massively Multiplayer', 'Atmospheric', 'Walking Simulator', 'Indie', 'Singleplayer']",20.0,"['Action', 'Indie', 'Strategy', 'Offworld Industries']",4.0,Offworld Industries,2020,11.225262197902417,other,9,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Raft,https://store.steampowered.com/app/648800/Raft/?snr=1_7_7_7000_150_1,2018-05-23 00:00:00,0,19.99,112237,Very Positive,12.0,"['Survival', 'Open World Survival Craft', 'Multiplayer', 'Co-op', 'Crafting', 'Open World', 'Building', 'Base Building', 'Adventure', 'Online Co-Op', 'Sandbox', 'Early Access', 'First-Person', 'Singleplayer', 'Underwater', 'Simulation', 'Indie', 'Action', 'Strategy', 'Massively Multiplayer']",20.0,"['Adventure', 'Indie', 'Simulation', 'Early Access']",4.0,Axolot Games,2018,12.0,other,9,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Pummel Party,https://store.steampowered.com/app/880940/Pummel_Party/?snr=1_7_7_7000_150_1,2018-09-20 00:00:00,1,14.99,26393,Very Positive,10.0,"['Multiplayer', 'Funny', 'Online Co-Op', '4 Player Local', 'Board Game', 'Casual', 'Co-op', 'Local Multiplayer', 'Action', 'Indie', 'Minigames', 'Local Co-Op', 'Comedy', 'Party', 'Party Game', 'Tabletop', 'Gore', 'Colorful', 'Singleplayer', 'Controller']",20.0,"['Action', 'Casual', 'Indie']",3.0,Rebuilt Games,2018,10.0,other,9,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Forza Horizon 4,https://store.steampowered.com/app/1293830/Forza_Horizon_4/?snr=1_7_7_7000_150_1,2021-03-09 00:00:00,0,59.99,30609,Mostly Positive,16.0,"['Racing', 'Open World', 'Driving', 'Multiplayer', 'Online Co-Op', 'Singleplayer', 'Adventure', 'Automobile Sim', 'Realistic', 'PvP', 'Action', 'Arcade', 'Exploration', 'Sports', 'Atmospheric', 'Simulation', 'First-Person', 'Great Soundtrack', 'Horses', 'VR']",20.0,['Racing'],1.0,Xbox Game Studios,2021,16.0,other,7,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ARK: Survival Evolved,https://store.steampowered.com/app/346110/ARK_Survival_Evolved/?snr=1_7_7_7000_150_1,2017-08-27 00:00:00,0,49.99,420137,Very Positive,21.0,"['Open World Survival Craft', 'Survival', 'Open World', 'Multiplayer', 'Dinosaurs', 'Crafting', 'Building', 'Adventure', 'Base Building', 'Co-op', 'Action', 'First-Person', 'Sandbox', 'Massively Multiplayer', 'Singleplayer', 'Early Access', 'RPG', 'Dragons', 'Sci-fi', 'Indie']",20.0,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Studio Wildcard', 'Instinct Games', 'Efecto Studios']",8.0,Studio Wildcard,2017,21.0,other,9,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Subnautica: Below Zero,https://store.steampowered.com/app/848450/Subnautica_Below_Zero/?snr=1_7_7_7000_150_1,2019-01-30 00:00:00,0,29.99,33460,Very Positive,13.0,"['Open World Survival Craft', 'Survival', 'Underwater', 'Open World', 'Singleplayer', 'Exploration', 'Adventure', 'Early Access', 'Base Building', 'Crafting', 'First-Person', 'Horror', 'Aliens', 'Survival Horror', 'Sci-fi', 'Atmospheric', 'Story Rich', 'Sandbox', 'Indie', 'Great Soundtrack']",20.0,"['Adventure', 'Indie', 'Early Access']",3.0,Unknown Worlds Entertainment,2019,13.0,other,9,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ghostrunner,https://store.steampowered.com/app/1139900/Ghostrunner/?snr=1_7_7_7000_150_1,2020-10-27 00:00:00,1,29.99,22990,Very Positive,13.0,"['Action', 'Cyberpunk', 'First-Person', 'Fast-Paced', 'Singleplayer', 'Swordplay', 'Difficult', 'Futuristic', 'Violent', 'Sci-fi', 'Hack and Slash', 'Action-Adventure', 'Adventure', 'Great Soundtrack', 'Post-apocalyptic', 'Combat', 'Strategy', 'Fighting', 'Shooter', 'Interactive Fiction']",20.0,"['Action', 'One More Level', '3D Realms', 'Slipgate Ironworks™', '505 Games']",5.0,All in! Games,2020,13.0,other,9,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Call of Duty®: Black Ops III,https://store.steampowered.com/app/311210/Call_of_Duty_Black_Ops_III/?snr=1_7_7_7000_150_5,2015-11-06 00:00:00,0,59.99,99293,Mostly Positive,11.0,"['Multiplayer', 'FPS', 'Zombies', 'Shooter', 'Action', 'First-Person', 'Co-op', 'Singleplayer', 'Futuristic', 'Illuminati', 'Hero Shooter', 'Robots', 'Sci-fi', 'Gore', 'Great Soundtrack', 'Story Rich', 'Atmospheric', 'Quick-Time Events', 'Parkour', 'Simulation']",20.0,"['Action', 'Adventure', 'Treyarch', 'Aspyr (Mac)']",4.0,Aspyr (Mac),2015,11.0,other,7,1,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Beat Saber,https://store.steampowered.com/app/620980/Beat_Saber/?snr=1_7_7_7000_150_2,2019-05-21 00:00:00,0,29.99,50334,Overwhelmingly Positive,,"['VR', 'Rhythm', 'Music', 'Great Soundtrack', 'Indie', 'Fast-Paced', 'Singleplayer', 'Moddable', 'First-Person', 'Difficult', 'Swordplay', 'Multiplayer', 'Action', 'Sports', 'Memes', 'Futuristic', 'Early Access', 'Music-Based Procedural Generation', 'Casual', 'Anime']",20.0,[],0.0,Beat Games,2019,11.225262197902417,other,10,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Devil May Cry 5,https://store.steampowered.com/app/601150/Devil_May_Cry_5/?snr=1_7_7_7000_150_2,2019-03-08 00:00:00,1,24.99,60770,Very Positive,12.0,"['Action', 'Hack and Slash', 'Great Soundtrack', 'Character Action Game', 'Demons', 'Spectacle fighter', 'Third Person', 'Singleplayer', 'Violent', 'Classic', 'Stylized', 'Gore', 'Story Rich', 'Multiplayer', 'Nudity', 'Difficult', 'Controller', 'Adventure', 'Anime', 'Co-op']",20.0,"['Action', 'CAPCOM Co., Ltd.']",2.0,"CAPCOM Co., Ltd.",2019,12.0,other,9,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DayZ,https://store.steampowered.com/app/221100/DayZ/?snr=1_7_7_7000_150_2,2018-12-13 00:00:00,0,44.99,264072,Mixed,12.0,"['Survival', 'Zombies', 'Multiplayer', 'Open World', 'Action', 'PvP', 'Shooter', 'Massively Multiplayer', 'Horror', 'Simulation', 'Early Access', 'Post-apocalyptic', 'FPS', 'First-Person', 'Survival Horror', 'Sandbox', 'Adventure', 'Co-op', 'Indie', 'Atmospheric']",20.0,"['Action', 'Adventure', 'Massively Multiplayer']",3.0,Bohemia Interactive,2018,12.0,other,6,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Risk of Rain 2,https://store.steampowered.com/app/632360/Risk_of_Rain_2/?snr=1_7_7_7000_150_2,2020-08-11 00:00:00,0,24.99,149385,Overwhelmingly Positive,11.0,"['Third-Person Shooter', 'Action Roguelike', 'Multiplayer', 'Action', 'Roguelite', 'Co-op', 'Looter Shooter', 'Roguelike', 'Loot', 'Shooter', 'Online Co-Op', 'Difficult', 'Survival', 'Third Person', 'Indie', 'Singleplayer', 'Soundtrack', 'Early Access', 'Great Soundtrack', 'Bullet Hell']",20.0,"['Action', 'Indie']",2.0,Gearbox Publishing,2020,11.0,other,10,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DYSMANTLE,https://store.steampowered.com/app/846770/DYSMANTLE/?snr=1_7_7_7000_150_2,2020-11-06 00:00:00,1,19.99,1881,Very Positive,,"['Early Access', 'Survival', 'Open World', 'RPG', 'Adventure', 'Crafting', 'Action', 'Base Building', 'Exploration', 'Destruction', 'Zombies', 'Dystopian', 'Indie', 'Fishing', 'Hunting', 'Top-Down', 'Sandbox', 'Agriculture', 'Simulation', 'Loot']",20.0,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Early Access']",6.0,10tons Ltd,2020,11.225262197902417,other,9,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BeamNG.drive,https://store.steampowered.com/app/284160/BeamNGdrive/?snr=1_7_7_7000_150_2,2015-05-29 00:00:00,0,24.99,71066,Overwhelmingly Positive,11.0,"['Simulation', 'Driving', 'Destruction', 'Physics', 'Automobile Sim', 'Realistic', 'Racing', 'Open World', 'Sandbox', 'Moddable', 'Singleplayer', 'Early Access', 'Exploration', 'Funny', 'First-Person', 'Third Person', 'Action', 'Adventure', 'Arcade', 'Flight']",20.0,"['Racing', 'Simulation', 'Early Access']",3.0,BeamNG,2015,11.0,other,10,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
