,title,num_reviews,release_date,orig_price,been_sale,review_rating,rating_val,num_languages,tags,num_tags,genres,num_genres,publisher,year_released,languages_filled,top_pubs,BANDAI NAMCO Entertainment,Bethesda Softworks,Devolver Digital,Disney,Electronic Arts,Kagura Games,Nightdive Studios,Paradox Interactive,SEGA,Square Enix,THQ Nordic,Ubisoft,Xbox Game Studios,other,Singleplayer_tag,Indie_tag,Action_tag,Adventure_tag,Multiplayer_tag,Strategy_tag,RPG_tag,Casual_tag,Simulation_tag,Atmospheric_tag,Horror_tag,2D_tag,Soundtrack_tag,Great_tag,Story_tag,Rich_tag,World_tag,Shooter_tag,Puzzle_tag,TurnBased_tag,Open_tag,FirstPerson_tag,Survival_tag,Funny_tag,Coop_tag,Fantasy_tag,Early_tag,Access_tag,Platformer_tag,Local_tag,Singleplayer_genre,Indie_genre,Action_genre,Adventure_genre,Multiplayer_genre,Strategy_genre,RPG_genre,Casual_genre,Simulation_genre,Atmospheric_genre,Horror_genre,2D_genre,Soundtrack_genre,Great_genre,Story_genre,Rich_genre,World_genre,Shooter_genre,Puzzle_genre,TurnBased_genre,Open_genre,FirstPerson_genre,Survival_genre,Funny_genre,Coop_genre,Fantasy_genre,Early_genre,Access_genre,Platformer_genre,Local_genre
296,Wreckfest,24481,2018-06-14,29.99,0,Very Positive,8.0,12.0,"['Racing', 'Automobile Sim', 'Destruction', 'Simulation', 'Driving', 'Physics', 'Multiplayer', 'Action', 'Indie', 'Sports', 'Singleplayer', 'Realistic', 'Early Access', 'Funny', 'Arcade', 'Sandbox', 'Third Person', 'Open World', 'Co-op', 'Atmospheric']",20.0,"['Action', 'Indie', 'Racing', 'Simulation', 'Sports', 'Bugbear']",6.0,THQ Nordic,2018,12.0,THQ Nordic,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,45302,2016-02-04,29.99,0,Very Positive,8.0,13.0,"['Anime', 'Fighting', 'Action', 'Ninja', 'Multiplayer', 'Adventure', 'Story Rich', 'Singleplayer', 'Local Multiplayer', 'Third Person', 'Great Soundtrack', 'Fantasy', 'Atmospheric', 'Open World', 'Online Co-Op', 'Co-op', ""Beat 'em up"", 'Local Co-Op', 'Memes', 'Heist']",20.0,"['Action', 'Adventure', 'CyberConnect2 Co. Ltd.']",3.0,BANDAI NAMCO Entertainment,2016,13.0,BANDAI NAMCO Entertainment,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,Yakuza 0,34801,2018-08-01,19.99,0,Very Positive,8.0,,"['Action', 'Story Rich', ""Beat 'em up"", 'Great Soundtrack', 'Open World', 'RPG', 'Crime', 'Minigames', 'Adventure', 'Mature', 'Singleplayer', 'Funny', 'Violent', 'Sexual Content', 'Comedy', 'Drama', 'Third Person', 'Atmospheric', 'Dating Sim', 'Anime']",20.0,"['Action', 'Adventure', 'RPG', 'SEGA']",4.0,SEGA,2018,10.0,SEGA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,Ultimate General: Civil War,5511,2017-07-14,29.99,0,Very Positive,8.0,8.0,"['Strategy', 'War', 'Historical', 'RTS', 'Simulation', 'Tactical', 'America', 'Wargame', 'Military', 'Indie', 'Singleplayer', 'Real Time Tactics', 'Tabletop', 'Realistic', 'Atmospheric', 'Grand Strategy', 'Early Access', 'Turn-Based Strategy', 'Strategy RPG', 'Board Game']",20.0,"['Indie', 'Simulation', 'Strategy']",3.0,Game-Labs,2017,8.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,Need for Speed™ Heat,25191,2020-06-04,69.99,0,Very Positive,8.0,13.0,"['Racing', 'Open World', 'Multiplayer', 'Action', 'Driving', 'Adventure', 'Singleplayer', 'Co-op', 'Atmospheric', 'Combat Racing', 'Third Person', 'Sports', 'First-Person', 'Arcade', 'Online Co-Op', 'PvP', 'Split Screen', 'Character Customization', 'Destruction', 'Sexual Content']",20.0,"['Action', 'Adventure', 'Racing', 'Sports', 'Ghost Games']",5.0,Electronic Arts,2020,13.0,Electronic Arts,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,The Fall Part 2: Unbound,450,2018-02-13,16.99,0,Very Positive,8.0,,"['Adventure', 'Indie', 'Puzzle', 'Story Rich', 'Female Protagonist', 'Sci-fi', 'Action', 'Robots', '2D', 'Singleplayer', 'Metroidvania', 'Cyberpunk', 'Atmospheric']",13.0,"['Action', 'Adventure', 'Indie']",3.0,Over The Moon,2018,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,Universe Sandbox,13194,2015-08-24,29.99,0,Overwhelmingly Positive,9.0,26.0,"['Sandbox', 'Space', 'Simulation', 'Physics', 'Science', 'Destruction', 'Realistic', 'Education', 'God Game', 'Early Access', 'Singleplayer', 'Indie', 'Open World', 'Casual', 'VR', 'Atmospheric', 'Sci-fi', 'Great Soundtrack', 'Exploration', 'Adventure']",20.0,[],0.0,Giant Army,2015,26.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,Automation - The Car Company Tycoon Game,5971,2015-03-12,29.99,0,Very Positive,8.0,,"['Simulation', 'Management', 'Building', 'Sandbox', 'Strategy', 'Early Access', 'Automobile Sim', 'Realistic', 'Racing', 'Crafting', 'Education', 'Moddable', 'Automation', 'Science', 'Replay Value', 'Singleplayer', 'Multiplayer']",17.0,"['Simulation', 'Strategy', 'Early Access']",3.0,Camshaft Software Ltd,2015,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
304,DRAGON BALL Z: KAKAROT,22899,2020-01-16,59.99,0,Very Positive,8.0,15.0,"['Action', 'RPG', 'Anime', 'Fighting', 'Open World', 'Singleplayer', 'Multiplayer', 'Story Rich', 'Adventure', 'JRPG', 'Great Soundtrack', 'Controller', 'Action RPG', 'Fantasy', ""Beat 'em up"", 'Dragons', 'Difficult', 'Atmospheric', 'Survival', 'FPS']",20.0,"['Action', 'RPG', 'CyberConnect2 Co. Ltd.', 'BANDAI NAMCO Entertainment']",4.0,BANDAI NAMCO Entertainment,2020,15.0,BANDAI NAMCO Entertainment,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,Wargame: Red Dragon,13692,2014-04-17,29.99,0,Very Positive,8.0,11.0,"['Strategy', 'RTS', 'Military', 'Realistic', 'Wargame', 'Cold War', 'Multiplayer', 'Tactical', 'Real Time Tactics', 'Simulation', 'War', 'Naval', 'Alternate History', 'Singleplayer', 'Action', 'Real-Time', 'Co-op', 'Difficult', 'Adventure', 'Epic']",20.0,"['Indie', 'Simulation', 'Strategy']",3.0,Eugen Systems,2014,11.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,HuniePop,26036,2015-01-19,9.99,0,Overwhelmingly Positive,9.0,,"['Nudity', 'Mature', 'Sexual Content', 'Anime', 'Dating Sim', 'Puzzle', 'Match 3', 'Romance', 'Singleplayer', 'Hentai', 'Cute', 'Comedy', 'Indie', 'Casual', 'RPG', 'Story Rich', 'Strategy', 'Memes', 'Great Soundtrack', '2D']",20.0,"['Indie', 'RPG', 'Simulation', 'Strategy']",4.0,HuniePot,2015,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,Soundpad,23110,2017-09-30,4.99,0,Overwhelmingly Positive,9.0,25.0,"['Utilities', 'Audio Production', 'Memes', 'Music', 'Software', 'Funny']",6.0,"['Audio Production', 'Utilities']",2.0,Leppsoft,2017,25.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,Grand Theft Auto IV: The Complete Edition,82866,2020-03-24,19.99,0,Mostly Positive,7.0,,"['Open World', 'Action', 'Automobile Sim', 'Multiplayer', 'Third Person', 'Crime', 'Adventure', 'Singleplayer', 'Third-Person Shooter', 'Sandbox', 'Moddable', 'Shooter', 'Physics', 'Atmospheric', 'Funny', 'Classic', 'Dark Humor', 'Gore', 'Co-op', 'Satire']",20.0,"['Action', 'Adventure', 'Rockstar North']",3.0,Rockstar Games,2020,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,Kenshi,42617,2018-12-06,29.99,0,Very Positive,8.0,9.0,"['Open World', 'Sandbox', 'RPG', 'Survival', 'Strategy', 'Building', 'Post-apocalyptic', 'Crafting', 'Singleplayer', 'Base Building', 'City Builder', 'Indie', 'Simulation', 'Management', 'Adventure', 'RTS', 'Ninja', 'Alternate History', 'Steampunk', 'Early Access']",20.0,"['Action', 'Indie', 'RPG', 'Simulation', 'Strategy']",5.0,Lo-Fi Games,2018,9.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,Tower Unite,13118,2016-04-08,19.99,0,Very Positive,8.0,,"['Mini Golf', 'Multiplayer', 'Casual', 'Early Access', 'Massively Multiplayer', 'Character Customization', 'Open World', 'Funny', 'Indie', 'Sandbox', 'Great Soundtrack', 'Action', 'Adventure', 'Racing', 'FPS', 'Zombies', 'Memes', 'Third Person', 'Simulation', 'RPG']",20.0,"['Action', 'Adventure', 'Casual', 'Indie', 'Massively Multiplayer', 'Racing', 'Early Access']",7.0,PixelTail Games,2016,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
311,Darkest Dungeon®,91680,2016-01-19,24.99,0,Very Positive,8.0,12.0,"['Turn-Based Combat', 'Dark Fantasy', 'Dungeon Crawler', 'RPG', 'Roguelike', 'Lovecraftian', 'Difficult', 'Turn-Based', 'Singleplayer', 'Perma Death', 'Strategy', 'Atmospheric', 'Dark', 'Indie', '2D', 'Roguelite', 'Horror', 'Gothic', 'Fantasy', 'Kickstarter']",20.0,"['Indie', 'RPG', 'Strategy']",3.0,Red Hook Studios,2016,12.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,Stormworks: Build and Rescue,17501,2020-09-17,24.99,0,Very Positive,8.0,,"['Flight', 'Sandbox', 'Programming', 'Open World', 'Exploration', 'Building', 'Open World Survival Craft', 'Immersive Sim', 'Sailing', 'Base Building', 'PvP', 'Tutorial', 'Survival', 'Character Customization', 'First-Person', 'Automation', 'Naval', 'Physics', 'Trains', 'Crafting']",20.0,['Simulation'],1.0,Sunfire Software,2020,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,XCOM® 2,65984,2016-02-05,59.99,0,Very Positive,8.0,11.0,"['Strategy', 'Turn-Based', 'Tactical', 'Turn-Based Strategy', 'Aliens', 'Turn-Based Tactics', 'Sci-fi', 'Character Customization', 'Singleplayer', 'Difficult', 'Multiplayer', 'Moddable', 'RPG', 'Perma Death', 'Futuristic', 'Action', 'Atmospheric', 'Great Soundtrack', 'Co-op', 'Open World']",20.0,"['Strategy', 'Firaxis Games', 'Feral Interactive (Mac)', 'Feral Interactive (Linux)', '2K', 'Feral Interactive (Mac)']",6.0,Feral Interactive (Linux),2016,11.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,Yu-Gi-Oh! Legacy of the Duelist : Link Evolution,1775,2020-03-24,39.99,0,Very Positive,8.0,6.0,"['Simulation', 'Anime', 'Trading Card Game', 'Card Game', 'Multiplayer', 'Card Battler', 'Strategy', 'Singleplayer', 'Deckbuilding', 'Puzzle']",10.0,['Simulation'],1.0,"Konami Digital Entertainment, Inc.",2020,6.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,Empyrion - Galactic Survival,24141,2020-08-05,19.99,0,Very Positive,8.0,8.0,"['Open World Survival Craft', 'Survival', 'Space', 'Open World', 'Building', 'Multiplayer', 'Sandbox', 'Crafting', 'Exploration', 'Sci-fi', 'Adventure', 'Co-op', 'Early Access', 'Singleplayer', 'Simulation', 'First-Person', 'Strategy', 'Aliens', 'Indie', 'Action']",20.0,"['Adventure', 'Indie', 'Simulation', 'Strategy']",4.0,Eleon Game Studios,2020,8.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,Kingdoms Reborn,2059,2020-11-03,19.99,0,Very Positive,8.0,,"['City Builder', 'Colony Sim', 'Base Building', 'Management', 'Medieval', 'Economy', 'Strategy', 'PvP', 'Simulation', 'Resource Management', 'Multiplayer', '3D', 'Procedural Generation', 'Co-op', 'Online Co-Op', 'Singleplayer', 'Early Access', 'Indie']",18.0,"['Indie', 'Simulation', 'Strategy', 'Early Access']",4.0,Earthshine,2020,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
317,Volcanoids,2715,2019-01-29,19.99,0,Very Positive,8.0,11.0,"['Early Access', 'Open World Survival Craft', 'Steampunk', 'Base Building', 'Survival', 'Sci-fi', 'Management', 'Robots', 'Underground', 'Crafting', 'Mining', 'Building', 'Open World', 'Tutorial', 'Simulation', 'First-Person', 'Shooter', 'Action', 'Adventure', 'PvE']",20.0,"['Action', 'Adventure', 'Indie', 'Simulation', 'Early Access']",5.0,Volcanoid ,2019,11.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
318,Portal,86986,2007-10-10,9.99,0,Overwhelmingly Positive,9.0,17.0,"['Puzzle', 'Puzzle Platformer', '3D Platformer', 'First-Person', 'Singleplayer', 'Sci-fi', 'Comedy', 'Female Protagonist', 'Action', 'Funny', 'Physics', 'Story Rich', 'Classic', 'Platformer', 'Science', 'FPS', 'Atmospheric', 'Short', 'Adventure', 'Dark Humor']",20.0,['Action'],1.0,Valve,2007,17.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,Virtual Desktop,1528,2016-03-31,14.99,0,Mostly Positive,7.0,,"['VR', 'Utilities']",2.0,[],0.0,Guy Godin,2016,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,Danganronpa: Trigger Happy Havoc,18222,2016-02-18,19.99,0,Overwhelmingly Positive,9.0,,"['Anime', 'Visual Novel', 'Mystery', 'Detective', 'Story Rich', 'Great Soundtrack', 'Singleplayer', 'Psychological Horror', 'Adventure', 'Horror', 'Dark Comedy', 'Puzzle', 'Dark Humor', 'Point & Click', 'Funny', 'Comedy', 'Exploration', 'Survival', 'Action', 'Memes']",20.0,"['Adventure', 'Spike Chunsoft Co., Ltd.', 'Abstraction Games']",3.0,"Spike Chunsoft Co., Ltd.",2016,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,Endzone - A World Apart,4063,2021-03-18,29.99,0,Mostly Positive,7.0,9.0,"['Strategy', 'City Builder', 'Survival', 'Simulation', 'Indie', 'Post-apocalyptic', 'Base Building', 'Building', 'Sandbox', 'Colony Sim', 'Management', 'Singleplayer', 'Resource Management', 'Early Access', 'Economy', 'Real-Time', 'Difficult', 'Procedural Generation', 'Realistic', 'Atmospheric']",20.0,"['Indie', 'Simulation', 'Strategy', 'Gentlymad Studios', 'Assemble Entertainment']",5.0,WhisperGames,2021,9.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,Mass Effect™: Andromeda Deluxe Edition,4501,2020-06-11,29.99,0,Very Positive,8.0,8.0,"['Character Customization', 'Action', 'Third-Person Shooter', 'Sci-fi', 'Action RPG', 'Singleplayer', 'Third Person', 'RPG', 'Multiplayer', 'Open World', 'Space', 'Violent', 'Nudity', 'Sexual Content', 'Story Rich', 'Choices Matter', 'Female Protagonist', 'Adventure', 'LGBTQ+', 'Shooter']",20.0,"['Action', 'RPG', 'BioWare']",3.0,Electronic Arts,2020,8.0,Electronic Arts,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,Sid Meier's Civilization® V,174071,2010-09-21,29.99,0,Overwhelmingly Positive,9.0,10.0,"['Turn-Based Strategy', 'Strategy', 'Turn-Based', 'Multiplayer', 'Historical', '4X', 'Addictive', 'Singleplayer', 'Hex Grid', 'Grand Strategy', 'Replay Value', 'Co-op', 'Tactical', 'Economy', 'Diplomacy', 'Moddable', 'Simulation', 'Classic', 'Great Soundtrack', 'Touch-Friendly']",20.0,"['Strategy', 'Firaxis Games', 'Aspyr (Mac)', 'Aspyr (Linux)', '2K', 'Aspyr (Mac)']",6.0,Aspyr (Linux),2010,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,FINAL FANTASY X/X-2 HD Remaster,11602,2016-05-12,29.99,0,Very Positive,8.0,8.0,"['JRPG', 'Story Rich', 'RPG', 'Turn-Based Combat', 'Great Soundtrack', 'Fantasy', 'Singleplayer', 'Classic', 'Adventure', 'Turn-Based', 'Atmospheric', 'Romance', 'Female Protagonist', 'Anime', 'Remake', 'Open World', 'Action', 'Linear', 'Sports', 'Puzzle']",20.0,"['RPG', 'Square Enix']",2.0,Square Enix,2016,8.0,Square Enix,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,Sally Face,6984,2016-12-14,2.99,0,Overwhelmingly Positive,9.0,6.0,"['Story Rich', 'Dark', 'Psychological Horror', 'Adventure', 'Horror', 'Mystery', 'Indie', 'Atmospheric', 'Point & Click', 'Singleplayer', 'Narrative', 'Puzzle', 'Interactive Fiction', 'Hand-drawn', 'Emotional', 'Supernatural', 'Demons', '2D', 'Casual', 'Dark Humor']",20.0,"['Adventure', 'Indie']",2.0,Portable Moose,2016,6.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,GameMaker Studio 2 Desktop,1458,2017-03-08,99.99,0,Very Positive,8.0,7.0,"['Game Development', 'Animation & Modeling', 'Utilities', 'Design & Illustration', 'Education', 'Software Training', 'Web Publishing', 'GameMaker', 'Software']",9.0,"['Animation & Modeling', 'Design & Illustration', 'Education', 'Software Training', 'Utilities', 'Web Publishing', 'Game Development']",7.0,YoYo Games Ltd.,2017,7.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,Borderlands 2,236048,2012-09-18,19.99,0,Overwhelmingly Positive,9.0,8.0,"['Loot', 'Shooter', 'Action', 'Multiplayer', 'Co-op', 'Looter Shooter', 'FPS', 'RPG', 'First-Person', 'Funny', 'Comedy', 'Open World', 'Combat', 'Online Co-Op', 'Adventure', 'Action RPG', 'Dark Humor', 'Memes', 'Singleplayer', 'Sci-fi']",20.0,"['Action', 'RPG', 'Gearbox Software', 'Aspyr (Mac)', 'Aspyr (Linux)', '2K', 'Aspyr (Mac)']",7.0,Aspyr (Linux),2012,8.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,They Are Billions,33220,2019-06-18,29.99,0,Very Positive,8.0,12.0,"['Base Building', 'Colony Sim', 'Strategy', 'Survival', 'Zombies', 'RTS', 'Tower Defense', 'Steampunk', 'City Builder', 'Building', 'Post-apocalyptic', 'Singleplayer', 'Resource Management', 'Real-Time with Pause', 'Difficult', 'Tactical', 'Management', 'Early Access', 'Indie', 'Multiplayer']",20.0,['Strategy'],1.0,Numantian Games,2019,12.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,OVR Toolkit,1091,2019-06-28,11.99,0,Very Positive,8.0,13.0,"['Utilities', 'VR']",2.0,[],0.0,Curtis English,2019,13.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,MX Bikes,1644,2019-10-07,34.99,0,Very Positive,8.0,,"['Simulation', 'Sports', 'Racing', 'Motocross', 'Motorbike', 'Early Access', 'Multiplayer', 'VR']",8.0,"['Racing', 'Simulation', 'Sports', 'Early Access']",4.0,PiBoSo,2019,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
